,accuracy,phone,layer,strat,voicing,articulation,model,language,phone_type
44,0.8,ũː,0,4,other,other,wav2vec-small,hindi,
45,0.38461538461538464,ɑ,0,4,other,other,wav2vec-small,hindi,
46,0.5384615384615384,ɔ,0,4,other,other,wav2vec-small,hindi,
47,0.42857142857142855,ɔː,0,4,other,other,wav2vec-small,hindi,
48,0.3076923076923077,ɖ,0,4,voiced_unaspirated,retroflex,wav2vec-small,hindi,
49,0.38461538461538464,ɖ̤,0,4,voiced_aspirated,retroflex,wav2vec-small,hindi,
50,0.14285714285714285,ə,0,4,other,other,wav2vec-small,hindi,
51,0.0,ə̃,0,4,other,other,wav2vec-small,hindi,
52,0.4,ɛ,0,4,other,other,wav2vec-small,hindi,
53,0.23076923076923078,ɡ,0,4,voiced_unaspirated,other,wav2vec-small,hindi,
54,0.42857142857142855,ɡ̤,0,4,voiced_aspirated,other,wav2vec-small,hindi,
55,0.25,ɣ,0,4,other,other,wav2vec-small,hindi,
56,0.5,ɦ,0,4,other,other,wav2vec-small,hindi,
57,0.38461538461538464,ɪ,0,4,other,other,wav2vec-small,hindi,
58,0.6428571428571429,ɲ,0,4,other,other,wav2vec-small,hindi,
59,0.6923076923076923,ɳ,0,4,other,retroflex,wav2vec-small,hindi,
60,0.3076923076923077,ɹ,0,4,other,other,wav2vec-small,hindi,
61,0.125,ɹ̩,0,4,other,other,wav2vec-small,hindi,
62,0.46153846153846156,ɽ,0,4,other,retroflex,wav2vec-small,hindi,
63,0.23076923076923078,ɽ̥,0,4,other,retroflex,wav2vec-small,hindi,
64,0.5,ʂ,0,4,other,retroflex,wav2vec-small,hindi,
65,0.6923076923076923,ʃ,0,4,other,other,wav2vec-small,hindi,
66,0.7142857142857143,ʈ,0,4,voiceless_unaspirated,retroflex,wav2vec-small,hindi,
67,0.3076923076923077,ʈʰ,0,4,voiceless_aspirated,retroflex,wav2vec-small,hindi,
68,0.0,ʊ,0,4,other,other,wav2vec-small,hindi,
69,0.0,ʌ,0,4,other,other,wav2vec-small,hindi,
70,0.0,θ,0,4,other,other,wav2vec-small,hindi,
71,0.75,ẽ,0,4,other,other,wav2vec-small,hindi,
0,0.7857142857142857,SIL,1,0,other,other,wav2vec-small,hindi,
1,0.6153846153846154,a,1,0,other,other,wav2vec-small,hindi,
2,0.42857142857142855,aː,1,0,other,other,wav2vec-small,hindi,
3,0.46153846153846156,b,1,0,voiced_unaspirated,other,wav2vec-small,hindi,
4,0.38461538461538464,b̤,1,0,voiced_aspirated,other,wav2vec-small,hindi,
5,0.21428571428571427,d,1,0,voiced_unaspirated,dental,wav2vec-small,hindi,
